DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,1995,25.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,1996,25.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,1997,25.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,1998,26.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,1999,26.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2000,26.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2001,26.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2002,27.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2003,27.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2004,27.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2005,28.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2006,28.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2007,28.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2008,28.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2009,29.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2010,29.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2011,,b,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2017,31.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2020,32.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2021,32.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2022,32.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belgium,2023,32.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1990,21.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1991,21.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1992,21.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1993,22.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1994,22.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1995,22.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1996,23.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1997,23.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1998,23.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,1999,23.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2000,24.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2001,24.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2002,24.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2003,25.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2004,25.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2005,25.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2006,25.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2007,25.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2008,25.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2009,26.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2010,26.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2011,26.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2013,26.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2014,26.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2015,27.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2016,27.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2017,27.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2018,27.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2019,27.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2020,28.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2021,28.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2022,28.6,b,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Bulgaria,2023,28.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2006,23.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2007,24.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2008,24.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2011,24.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2012,24.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2013,24.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2014,24.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2015,24.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2016,24.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2017,24.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Belarus,2018,25.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1990,27.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1991,27.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1992,27.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1993,27.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1994,27.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1995,27.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1997,27.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1998,27.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,1999,28.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2000,28.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2001,28.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2003,28.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2004,29.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2005,29.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2006,29.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2007,29.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2008,29.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2009,29.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2010,29.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2011,29.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2012,29.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2013,30.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2014,30.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2015,30.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2016,30.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2017,30.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2018,30.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2019,30.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2020,30.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2021,30.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2022,31.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Switzerland,2023,31.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1990,24.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1991,24.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1992,25.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1993,25.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1994,25.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1995,25.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1996,26.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1997,26.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1998,26.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,1999,26.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2000,26.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2001,27.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2002,27.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2003,27.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2004,27.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2005,27.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Cyprus,2006,27.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1990,21.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1991,21.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1992,21.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1993,22.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1994,22.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1995,22.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1996,23.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1997,23.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1998,23.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,1999,24.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2000,24.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2001,25.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2002,25.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2003,25.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2004,26.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2005,26.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2006,26.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2007,27.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2008,27.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2009,27.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2010,27.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2011,28.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2012,28.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2013,28.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2014,28.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2015,28.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2016,29.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2017,29.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2018,29.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2019,29.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2020,29.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2021,29.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2022,30.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Czechia,2023,30.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1991,25.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1992,26.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1993,26.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1994,26.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1995,26.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1996,26.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1997,27.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1998,27.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,1999,27.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2000,27.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2001,28.0,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2003,28.4,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2004,28.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2005,29.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2006,29.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2007,29.3,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2008,29.6,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2009,29.8,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2011,30.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2013,30.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2014,30.7,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2015,30.9,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2016,31.1,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany,2017,31.2,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,1990,25.5,,
ESTAT:DEMO_NIND(1.0),09/07/25 11:00:00,Annual,Mean age at first marriage - females,Germany including former GDR,1991,25.9,,
